,type,company,title,salary,location,date,year
3338,DS,1010DATA SERVICES LLC,DATA SCIENTIST,100000.0,"NEW YORK, NY",2015-11-16,2015
498,ML,3M COMPANY,RESEARCH SCIENTIST,94621.0,"ST. PAUL, MN",2015-02-16,2015
4958,DA,3S BUSINESS CORPORATION,DATA ANALYST,82000.0,"HOUSTON, TX",2015-03-18,2015
3362,DS,4INFO INC,DATA SCIENTIST,100000.0,"SAN MATEO, CA",2015-02-23,2015
154,DS,4RC IO LLC,DATA SCIENTIST,130000.0,"MCLEAN, VA",2015-03-19,2015
155,DS,4RC IO LLC,DATA SCIENTIST,130000.0,"MCLEAN, VA",2015-03-19,2015
1878,DS,6 SENSE INSIGHTS INC,DATA SCIENTIST,85946.0,"SAN FRANCISCO, CA",2015-04-29,2015
1879,DS,6 SENSE INSIGHTS INC,DATA SCIENTIST,85946.0,"SAN FRANCISCO, CA",2015-05-06,2015
1880,DS,6 SENSE INSIGHTS INC,DATA SCIENTIST,85946.0,"SAN FRANCISCO, CA",2015-05-07,2015
7441,DS,6 SENSE INSIGHTS INC,SENIOR DATA SCIENTIST,85946.0,"SAN FRANCISCO, CA",2015-02-25,2015
6730,DA,7PARK DATA LLC,DATA ANALYST - OPS,75000.0,"NEW YORK, NY",2015-03-18,2015
246,ML,A2Z DEVELOPMENT CENTER INC,APPLIED SCIENTIST I,111000.0,"CUPERTINO, CA",2015-11-24,2015
247,ML,A2Z DEVELOPMENT CENTER INC,APPLIED SCIENTIST I,111000.0,"CUPERTINO, CA",2015-11-24,2015
254,ML,A2Z DEVELOPMENT CENTER INC,APPLIED SCIENTIST I,115000.0,"SAN FRANCISCO, CA",2015-09-03,2015
440,ML,A2Z DEVELOPMENT CENTER INC,APPLIED SCIENTIST II,130200.0,"CUPERTINO, CA",2015-11-24,2015
612,ML,A2Z DEVELOPMENT CENTER INC,APPLIED SCIENTIST II,166800.0,"SUNNYVALE, CA",2015-09-23,2015
625,ML,A2Z DEVELOPMENT CENTER INC,APPLIED SCIENTIST II,170000.0,"SUNNYVALE, CA",2015-12-15,2015
1691,ML,A2Z DEVELOPMENT CENTER INC,MACHINE LEARNING SCIENTIST I,98700.0,"CUPERTINO, CA",2015-03-26,2015
1913,DE,A2Z DEVELOPMENT CENTER INC,DATA ENGINEER,115000.0,"SAN FRANCISCO, CA",2015-03-16,2015
1034,ML,A2Z DEVELOPMENT CENTER INC,RESEARCH SCIENTIST I,70700.0,"CUPERTINO, CA",2015-01-05,2015
1038,ML,A2Z DEVELOPMENT CENTER INC,RESEARCH SCIENTIST I,100500.0,"SUNNYVALE, CA",2015-09-14,2015
1042,ML,A2Z DEVELOPMENT CENTER INC,RESEARCH SCIENTIST II,94500.0,"CUPERTINO, CA",2015-01-08,2015
1046,ML,A2Z DEVELOPMENT CENTER INC,RESEARCH SCIENTIST II,120000.0,"SEATTLE, WA",2015-01-23,2015
1054,ML,A2Z DEVELOPMENT CENTER INC,RESEARCH SCIENTIST II,160000.0,"CUPERTINO, CA",2015-06-09,2015
1931,DA,AARKI INC,DATA ANALYST,60528.0,"MOUNTAIN VIEW, CA",2015-03-17,2015
3452,DA,ABAL TECHNOLOGIES INC,DATA ANALYST,70000.0,"NEW YORK, NY",2015-04-15,2015
602,DE,ABOUT INC,DATA ENGINEER,80600.0,"NEW YORK, NY",2015-04-24,2015
1093,DA,ACADIA TECHNOLOGIES INC,DATA ANALYST,55000.0,"BLOOMINGTON, MN",2015-03-17,2015
1738,DA,ACADIA TECHNOLOGIES INC,DATA ANALYST,60000.0,"BLOOMINGTON, MN",2015-02-19,2015
1177,DA,ACADIAN ASSET MANAGEMENT LLC,DATA ANALYST,57000.0,"BOSTON, MA",2015-03-17,2015
1919,DS,ACCENTURE LLP,DATA SCIENTIST,86700.0,"ATLANTA, GA",2015-03-10,2015
2286,DA,ACCENTURE LLP,DATA ANALYST,63300.0,"ST. PETERSBURG, FL",2015-03-12,2015
911,DA,ACCENZ LLC,DATA ANALYST,52603.0,"TROY, MI",2015-03-18,2015
1761,DA,ACCENZ LLC,DATA ANALYST,60000.0,"TROY, MI",2015-03-05,2015
1769,DA,ACCENZ LLC,DATA ANALYST,60000.0,"TROY, MI",2015-03-11,2015
9789,DA,ACCION LABS US INC,SENIOR DATA ANALYST,100000.0,"PITTSBURGH, PA",2015-07-28,2015
2360,DS,ACCOMPLICE INC,DATA SCIENTIST,90000.0,"SAN FRANCISCO, CA",2015-03-10,2015
4213,DA,ACMESOFT GLOBAL INC,DATA ANALYST,75000.0,"POTOMAC FALLS, VA",2015-03-21,2015
2958,DA,ACNOVATE CORPORATION,DATA ANALYST,67000.0,"SANTA CLARA, CA",2015-03-04,2015
2871,DA,ACRO SERVICE CORP,DATA ANALYST,66310.0,"FRANKLIN, TN",2015-03-12,2015
1317,DA,ACXIOM CORPORATION,DATA ANALYST,59738.0,"BURLINGTON, MA",2015-11-06,2015
3948,DS,ADARA MEDIA INC,DATA SCIENTIST,108000.0,"MOUNTAIN VIEW, CA",2015-02-27,2015
10620,DS,ADATAO INC,DATA SCIENCE SOFTWARE ENGINEER,108161.0,"MOUNTAIN VIEW, CA",2015-10-07,2015
582,DE,ADDEPAR INC,DATA ENGINEER,80000.0,"NEW YORK, NY",2015-02-09,2015
587,DE,ADDEPAR INC,DATA ENGINEER,80000.0,"NEW YORK, NY",2015-03-18,2015
4892,DE,ADDEPAR INC,DATA ENGINEER LEAD,95000.0,"MOUNTAIN VIEW, CA",2015-02-09,2015
551,DA,ADECCO GROUP NA/MODIS INC,DATA ANALYST,100000.0,"MCLEAN, VA",2015-04-29,2015
3634,DA,ADEPT COMPUTER CONSULTANTS INC,DATA ANALYST,72000.0,"PLANO, TX",2015-11-11,2015
2381,DA,ADMARVEL INC,DATA ANALYST,64210.0,"SAN MATEO, CA",2015-03-06,2015
1195,ML,ADOBE SYSTEMS INCORPORATED,MACHINE LEARNING ENGINEER,129600.0,"SAN JOSE, CA",2015-07-08,2015
5957,DS,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,133099.0,"SAN JOSE, CA",2015-04-28,2015
7247,DS,ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,183066.0,"SAN JOSE, CA",2015-03-04,2015
2319,DE,ADOBE SYSTEMS INCORPORATED,DATA ENGINEER,130000.0,"NEW YORK, NY",2015-12-07,2015
49,ML,ADOBE SYSTEMS INCORPORATED,RESEARCH SCIENTIST,108597.0,"SAN JOSE, CA",2015-02-04,2015
50,ML,ADOBE SYSTEMS INCORPORATED,RESEARCH SCIENTIST,108597.0,"SAN JOSE, CA",2015-03-10,2015
51,ML,ADOBE SYSTEMS INCORPORATED,RESEARCH SCIENTIST,109678.0,"SAN FRANCISCO, CA",2015-10-05,2015
56,ML,ADOBE SYSTEMS INCORPORATED,RESEARCH SCIENTIST,114358.0,"SAN JOSE, CA",2015-10-05,2015
69,ML,ADOBE SYSTEMS INCORPORATED,RESEARCH SCIENTIST SENIOR,186862.0,"SAN JOSE, CA",2015-03-10,2015
1142,DS,ADP LLC,DATA SCIENTIST,77022.0,"ROSELAND, NJ",2015-03-02,2015
8371,DS,ADROLL INC,SENIOR DATA SCIENTIST,153000.0,"SAN FRANCISCO, CA",2015-03-23,2015
2676,DA,ADS ALLIANCE DATA SYSTEMS INC,DATA ANALYST,65000.0,"BLUE ASH, OH",2015-12-10,2015
2677,DA,ADS ALLIANCE DATA SYSTEMS INC,DATA ANALYST,65000.0,"ATLANTA, GA",2015-12-23,2015
8984,DA,ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA ANALYST,74000.0,"ATLANTA, GA",2015-12-18,2015
9197,DA,ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA ANALYST,78000.0,"ATLANTA, GA",2015-05-20,2015
9209,DA,ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA ANALYST,78818.0,"WAKEFIELD, MD",2015-12-08,2015
1903,DE,ADVANCE MAGAZINE PUBLISHERS INC DBA COND NAST,DATA ENGINEER,115000.0,"NEW YORK, NY",2015-10-13,2015
884,DA,ADVANCED NETWORK INFORMATION INC,DATA ANALYST,52000.0,"MOORISVILLE, NC",2015-02-24,2015
8742,DA,ADVANTAGE TESTING INC,DATA ANALYST STATISTICIAN,60680.0,"NEW YORK, NY",2015-01-07,2015
2255,DA,ADVISE TECHNOLOGIES LLC,DATA ANALYST,63000.0,"NEW YORK, NY",2015-03-09,2015
421,DE,AETNA LIFE INSURANCE COMPANY,DATA ENGINEER,75000.0,"HARTFORD, CT",2015-01-27,2015
1014,DE,AETNA LIFE INSURANCE COMPANY,DATA ENGINEER,90000.0,"SAN FRANCISCO, CA",2015-09-09,2015
3479,DE,AETNA LIFE INSURANCE COMPANY,SENIOR DATA ENGINEER,136000.0,"NEW YORK, NY",2015-09-10,2015
5175,DS,AFFINITY SOLUTIONS INC,DATA SCIENTIST,120000.0,"NEW YORK, NY",2015-10-14,2015
2296,DA,AFFINITY SOLUTIONS INC,DATA ANALYST,63437.0,"JERSEY CITY, NJ",2015-03-16,2015
2197,DA,AGAMATRIX INC,DATA ANALYST,62700.0,"SALEM, NH",2015-03-16,2015
1153,DA,AGAP TECHNOLOGIES INC,DATA ANALYST,56680.0,"DES MOINES, IA",2015-12-08,2015
2622,DS,AGILONE INC,DATA SCIENTIST,93974.0,"SUNNYVALE, CA",2015-02-26,2015
2847,DS,AGILONE INC,DATA SCIENTIST,95000.0,"SUNNYVALE, CA",2015-02-25,2015
2848,DS,AGILONE INC,DATA SCIENTIST,95000.0,"SUNNYVALE, CA",2015-02-25,2015
2849,DS,AGILONE INC,DATA SCIENTIST,95000.0,"SUNNYVALE, CA",2015-02-26,2015
3369,DS,AGILONE INC,DATA SCIENTIST,100000.0,"SUNNYVALE, CA",2015-03-03,2015
3376,DS,AGILONE INC,DATA SCIENTIST,100000.0,"SUNNYVALE, CA",2015-04-17,2015
4249,DS,AGILONE INC,DATA SCIENTIST,110000.0,"SUNNYVALE, CA",2015-03-03,2015
2730,DA,AIDS HEALTHCARE FOUNDATION,DATA ANALYST,65000.0,"LOS ANGELES, CA",2015-03-13,2015
10561,DS,AIG EMPLOYEE SERVICES INC,DATA SCIENCE MODEL DEVELOPMENT TECH LEAD,132000.0,"BERKELEY HEIGHTS, NJ",2015-11-20,2015
10019,DA,AIG PC GLOBAL SERVICES INC,SENIOR DATA ANALYST,127000.0,"BERKELEY HEIGHTS, NJ",2015-02-10,2015
9718,DA,AIG PROPERTY CASUALTY COMPANY,SENIOR DATA ANALYST,97000.0,"ATLANTA, GA",2015-02-02,2015
5337,DS,AIRBNB INC,DATA SCIENTIST,123000.0,"SAN FRANCISCO, CA",2015-11-24,2015
5556,DS,AIRBNB INC,DATA SCIENTIST,125000.0,"SAN FRANCISCO, CA",2015-09-24,2015
5847,DS,AIRBNB INC,DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2015-02-12,2015
5854,DS,AIRBNB INC,DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2015-03-19,2015
5861,DS,AIRBNB INC,DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2015-09-14,2015
6140,DS,AIRBNB INC,DATA SCIENTIST,135000.0,"SAN FRANCISCO, CA",2015-03-19,2015
6426,DS,AIRBNB INC,DATA SCIENTIST,140000.0,"SAN FRANCISCO, CA",2015-03-04,2015
6802,DS,AIRBNB INC,DATA SCIENTIST,150000.0,"SAN FRANCISCO, CA",2015-09-29,2015
10588,DA,AIRBNB INC,DATA ANALYTICS SPECIALIST,135000.0,"SAN FRANCISCO, CA",2015-06-16,2015
10589,DA,AIRBNB INC,DATA ANALYTICS SPECIALIST,150000.0,"SAN FRANCISCO, CA",2015-09-23,2015
2332,DE,AIRBNB INC,DATA ENGINEER,130000.0,"SAN FRANCISCO, CA",2015-01-12,2015
4835,DS,AIRPR INC,DATA SCIENTIST,117749.0,"SAN FRANCISCO, CA",2015-03-20,2015
1814,DS,AIRSAGE INC,DATA SCIENTIST,85000.0,"ATLANTA, GA",2015-03-03,2015
1087,DA,AKSHAT CORPORATION,DATA ANALYST,55000.0,"REDMOND, WA",2015-03-04,2015
1088,DA,AKSHAT CORPORATION,DATA ANALYST,55000.0,"REDMOND, WA",2015-03-06,2015
550,DA,AKVELON INC,DATA ANALYST,100000.0,"REDMOND, WA",2015-02-26,2015
2472,DS,ALEVO INC,DATA SCIENTIST,92000.0,"CONCORD, NC",2015-03-17,2015
944,DA,ALFA SERVICES USA INC,DATA ANALYST,53123.0,"ALBANY, NY",2015-03-22,2015
945,DA,ALFA SERVICES USA INC,DATA ANALYST,53123.0,"ALBANY, NY",2015-03-22,2015
2269,DA,ALFA SERVICES USA INC,DATA ANALYST,63086.0,"NEW YORK, NY",2015-03-18,2015
2270,DA,ALFA SERVICES USA INC,DATA ANALYST,63086.0,"NEW YORK, NY",2015-03-22,2015
5200,DS,ALIVECOR INC,DATA SCIENTIST,120000.0,"SAN FRANCISCO, CA",2015-03-06,2015
2358,DS,ALIVIA CAPITAL LLC,DATA SCIENTIST,90000.0,"WOBURN, MA",2015-03-17,2015
4670,DS,ALLUVIUM INC,DATA SCIENTIST,115000.0,"BROOKLYN, NY",2015-11-30,2015
2957,DA,ALPHA CLINICAL SYSTEMS INC,DATA ANALYST,67000.0,"PISCATAWAY, NJ",2015-02-19,2015
2970,DA,ALPHA CLINICAL SYSTEMS INC,DATA ANALYST,67100.0,"MADISON, NJ",2015-09-02,2015
1817,DA,ALPHAPRIMETECH INC,DATA ANALYST,60000.0,"ALBANY, NY",2015-03-20,2015
1819,DA,ALPHAPRIMETECH INC,DATA ANALYST,60000.0,"NEW YORK, NY",2015-03-20,2015
1821,DA,ALPHAPRIMETECH INC,DATA ANALYST,60000.0,"ALBANY, NY",2015-03-20,2015
9946,DS,ALPINE ANALYTICS INC,DATA SCIENCE ADVISOR,100000.0,"SAN FRANCISCO, CA",2015-03-09,2015
9947,DS,ALPINE ANALYTICS INC,DATA SCIENCE ADVISOR,100000.0,"SAN FRANCISCO, CA",2015-03-09,2015
1533,DS,ALTERIAN INC,DATA SCIENTIST,82000.0,"SEATTLE, WA",2015-04-15,2015
4227,DA,ALTIMETRIK CORP,DATA ANALYST,75046.0,"FOSTER CITY, CA",2015-03-02,2015
9353,DA,ALWAYS AT CAUSE LLC,SENIOR DATA ANALYST,84430.0,"SAN FRANCISCO, CA",2015-03-20,2015
1823,DA,AM LOGIC CORPORATION,DATA ANALYST,60000.0,"PRINCETON, NJ",2015-03-23,2015
3378,DS,AMADEUS NORTH AMERICA INC,DATA SCIENTIST,100000.0,"WALTHAM, MA",2015-05-28,2015
227,ML,AMAZON CORPORATE LLC,APPLIED SCIENTIST I,100900.0,"SEATTLE, WA",2015-11-19,2015
420,ML,AMAZON CORPORATE LLC,APPLIED SCIENTIST II,116400.0,"SEATTLE, WA",2015-11-19,2015
423,ML,AMAZON CORPORATE LLC,APPLIED SCIENTIST II,116400.0,"CAMBRIDGE, MA",2015-12-02,2015
530,ML,AMAZON CORPORATE LLC,APPLIED SCIENTIST II,152000.0,"SEATTLE, WA",2015-07-20,2015
709,ML,AMAZON CORPORATE LLC,APPLIED SCIENTIST III,152000.0,"SEATTLE, WA",2015-08-05,2015
734,ML,AMAZON CORPORATE LLC,APPLIED SCIENTIST III,160000.0,"SEATTLE, WA",2015-12-01,2015
1529,ML,AMAZON CORPORATE LLC,MACHINE LEARNING MANAGER,152000.0,"SEATTLE, WA",2015-06-18,2015
1530,ML,AMAZON CORPORATE LLC,MACHINE LEARNING MANAGER,152000.0,"SEATTLE, WA",2015-07-01,2015
1690,ML,AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST I,98700.0,"EAST PALO ALTO, CA",2015-03-16,2015
1692,ML,AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST II,118700.0,"SEATTLE, WA",2015-03-03,2015
1693,ML,AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST II,119900.0,"EAST PALO ALTO, CA",2015-03-19,2015
1694,ML,AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST II,135500.0,"SEATTLE, WA",2015-07-09,2015
1698,ML,AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST II,152000.0,"SEATTLE, WA",2015-07-14,2015
1699,ML,AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST II,160000.0,"SEATTLE, WA",2015-04-29,2015
1709,DA,AMAZON CORPORATE LLC,DATA ANALYST,60000.0,"SEATTLE, WA",2015-02-20,2015
1452,DE,AMAZON CORPORATE LLC,DATA ENGINEER,100000.0,"SEATTLE, WA",2015-01-22,2015
1453,DE,AMAZON CORPORATE LLC,DATA ENGINEER,100000.0,"SEATTLE, WA",2015-02-20,2015
1454,DE,AMAZON CORPORATE LLC,DATA ENGINEER,100000.0,"SEATTLE, WA",2015-02-20,2015
4001,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,64200.0,"SEATTLE, WA",2015-03-29,2015
4013,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,68000.0,"SEATTLE, WA",2015-12-08,2015
4023,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,82600.0,"SEATTLE, WA",2015-11-04,2015
4031,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,88825.0,"SEATTLE, WA",2015-06-24,2015
4033,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,89300.0,"SEATTLE, WA",2015-12-09,2015
4042,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,91100.0,"SEATTLE, WA",2015-10-07,2015
4043,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,91700.0,"SEATTLE, WA",2015-06-15,2015
4057,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,93500.0,"SEATTLE, WA",2015-11-03,2015
4059,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,93500.0,"SEATTLE, WA",2015-08-27,2015
4062,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,93950.0,"SEATTLE, WA",2015-12-02,2015
4064,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,94000.0,"SEATTLE, WA",2015-12-31,2015
4105,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,100000.0,"SEATTLE, WA",2015-12-22,2015
4114,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,102000.0,"SEATTLE, WA",2015-12-16,2015
4117,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,103000.0,"SEATTLE, WA",2015-04-16,2015
4133,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,105000.0,"SEATTLE, WA",2015-05-19,2015
4135,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,106000.0,"SEATTLE, WA",2015-07-07,2015
4136,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,106000.0,"SEATTLE, WA",2015-08-03,2015
4139,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,107000.0,"SEATTLE, WA",2015-11-30,2015
4150,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,110000.0,"SEATTLE, WA",2015-09-23,2015
4157,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,119000.0,"SEATTLE, WA",2015-04-23,2015
4161,DE,AMAZON CORPORATE LLC,DATA ENGINEER I,120000.0,"NEW YORK, NY",2015-02-25,2015
4184,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,86400.0,"SEATTLE, WA",2015-12-08,2015
4207,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,95000.0,"SEATTLE, WA",2015-03-23,2015
4208,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,95000.0,"SEATTLE, WA",2015-04-15,2015
4209,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,95100.0,"NEW YORK, NY",2015-12-02,2015
4217,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,97400.0,"SEATTLE, WA",2015-03-10,2015
4233,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,100000.0,"SEATTLE, WA",2015-02-20,2015
4234,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,100000.0,"SEATTLE, WA",2015-03-03,2015
4259,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,105000.0,"NEW YORK CITY, NY",2015-06-01,2015
4317,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,112800.0,"SEATTLE, WA",2015-05-15,2015
4336,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,115000.0,"SEATTLE, WA",2015-11-18,2015
4343,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,115300.0,"SEATTLE, WA",2015-08-10,2015
4346,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,116000.0,"SEATTLE, WA",2015-06-16,2015
4372,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,117000.0,"SEATTLE, WA",2015-11-13,2015
4380,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,117800.0,"SEATTLE, WA",2015-11-13,2015
4385,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,118000.0,"SEATTLE, WA",2015-06-16,2015
4386,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,118000.0,"SEATTLE, WA",2015-06-26,2015
4429,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,120000.0,"SEATTLE, WA",2015-04-08,2015
4434,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,120000.0,"SEATTLE, WA",2015-02-03,2015
4435,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,120000.0,"SEATTLE, WA",2015-04-08,2015
4436,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,120000.0,"SEATTLE, WA",2015-04-21,2015
4444,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,121000.0,"SEATTLE, WA",2015-09-23,2015
4455,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,121900.0,"SEATTLE, WA",2015-01-23,2015
4527,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,125000.0,"SEATTLE, WA",2015-11-10,2015
4528,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,125000.0,"SEATTLE, WA",2015-12-07,2015
4535,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,125000.0,"SEATTLE, WA",2015-03-18,2015
4555,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,127000.0,"SEATTLE, WA",2015-08-04,2015
4618,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,130000.0,"SEATTLE, WA",2015-11-18,2015
4619,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,130000.0,"SEATTLE, WA",2015-12-04,2015
4627,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,130000.0,"SEATTLE, WA",2015-09-23,2015
4636,DE,AMAZON CORPORATE LLC,DATA ENGINEER II,131000.0,"SEATTLE, WA",2015-06-04,2015
4781,DE,AMAZON CORPORATE LLC,DATA ENGINEER III,117400.0,"SEATTLE, WA",2015-09-24,2015
4793,DE,AMAZON CORPORATE LLC,DATA ENGINEER III,123800.0,"SEATTLE, WA",2015-12-01,2015
4832,DE,AMAZON CORPORATE LLC,DATA ENGINEER III,140000.0,"SEATTLE, WA",2015-03-12,2015
4875,DE,AMAZON CORPORATE LLC,DATA ENGINEER III,158100.0,"SEATTLE, WA",2015-05-15,2015
733,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,72300.0,"SEATTLE, WA",2015-12-02,2015
736,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,79000.0,"SEATTLE, WA",2015-01-05,2015
737,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,79000.0,"SEATTLE, WA",2015-01-07,2015
738,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,92100.0,"SANTA MONICA, CA",2015-05-19,2015
739,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,98000.0,"SEATTLE, WA",2015-11-23,2015
744,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,101000.0,"SEATTLE, WA",2015-12-17,2015
747,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,105000.0,"SEATTLE, WA",2015-08-10,2015
750,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,110000.0,"SEATTLE, WA",2015-06-25,2015
756,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,118000.0,"SEATTLE, WA",2015-04-03,2015
759,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,120000.0,"SEATTLE, WA",2015-02-23,2015
760,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,120000.0,"SEATTLE, WA",2015-07-28,2015
762,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST I,125000.0,"SEATTLE, WA",2015-09-23,2015
765,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,85900.0,"WESTBOROUGH, MA",2015-03-20,2015
767,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,93912.0,"NEW YORK, NY",2015-01-05,2015
768,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,96300.0,"SEATTLE, WA",2015-12-23,2015
773,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,110000.0,"SEATTLE, WA",2015-06-10,2015
774,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,110300.0,"SEATTLE, WA",2015-03-12,2015
776,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,111500.0,"SEATTLE, WA",2015-06-02,2015
780,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,114000.0,"SEATTLE, WA",2015-11-12,2015
781,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,114000.0,"SEATTLE, WA",2015-11-12,2015
791,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,121300.0,"SEATTLE, WA",2015-05-19,2015
802,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,131200.0,"SEATTLE, WA",2015-10-22,2015
810,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,136000.0,"SEATTLE, WA",2015-01-09,2015
811,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,136000.0,"SEATTLE, WA",2015-03-06,2015
812,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,138000.0,"SEATTLE, WA",2015-10-13,2015
814,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,139000.0,"SEATTLE, WA",2015-04-16,2015
819,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,140000.0,"SEATTLE, WA",2015-04-07,2015
820,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,140000.0,"SEATTLE, WA",2015-04-16,2015
821,ML,AMAZON CORPORATE LLC,RESEARCH SCIENTIST II,140000.0,"SEATTLE, WA",2015-04-21,2015
4780,DE,AMAZON DIGITAL SERVICES INC,DATA ENGINEER III,117400.0,"SEATTLE, WA",2015-06-02,2015
4178,DE,AMAZON WEB SERVICES,DATA ENGINEER II,81600.0,"SEATTLE, WA",2015-01-06,2015
4014,DE,AMAZON WEB SERVICES INC,DATA ENGINEER I,68000.0,"SEATTLE, WA",2015-12-16,2015
4179,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,81600.0,"SEATTLE, WA",2015-03-17,2015
4183,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,86400.0,"SEATTLE, WA",2015-10-06,2015
4185,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,86400.0,"SEATTLE, WA",2015-12-16,2015
4296,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,110000.0,"SEATTLE, WA",2015-08-04,2015
4437,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,120000.0,"SEATTLE, WA",2015-09-11,2015
4526,DE,AMAZON WEB SERVICES INC,DATA ENGINEER II,125000.0,"SEATTLE, WA",2015-10-28,2015
