,type,company,title,salary,location,date,year
3438,DS,FANATICS RETAIL GROUP FULFILLMENT INC,DATA SCIENTIST,100506.0,"SAN MATEO, CA",2018-10-19,2018
2510,DE,FANATICS RETAIL GROUP FULFILLMENT INC,DATA ENGINEER,140000.0,"SAN MATEO, CA",2018-08-07,2018
2670,DE,FANATICS RETAIL GROUP FULFILLMENT INC,DATA ENGINEER,150000.0,"SAN MATEO, CA",2018-04-06,2018
3710,DE,FANATICS RETAIL GROUP FULFILLMENT INC,SENIOR DATA ENGINEER,160000.0,"SAN MATEO, CA",2018-08-30,2018
3787,DE,FANATICS RETAIL GROUP FULFILLMENT INC,SENIOR DATA ENGINEER,175000.0,"SAN MATEO, CA",2018-06-22,2018
4904,DE,FANATICS RETAIL GROUP FULFILLMENT INC,DATA ENGINEER MTS 1,165000.0,"SAN MATEO, CA",2018-04-06,2018
9839,DS,FANDANGO MEDIA LLC,DATA SCIENTIST O*NET,100000.0,"BEVERLY HILLS, CA",2018-03-06,2018
6741,DS,FARALLON CAPITAL MANAGEMENT LLC,DATA SCIENTIST,150000.0,"SAN FRANCISCO, CA",2018-03-01,2018
396,DE,FAREPORTAL INC,DATA ENGINEER,75000.0,"NEW YORK, NY",2018-03-07,2018
964,DE,FAREPORTAL INC,DATA ENGINEER,90000.0,"NEW YORK, NY",2018-03-07,2018
4381,DA,FARGO SOLUTIONS INC,DATA ANALYST,76648.0,"HOPKINS, MN",2018-03-23,2018
4548,DS,FARMER'S BUSINESS NETWORK INC,DATA SCIENTIST,115000.0,"SAN CARLOS, CA",2018-03-07,2018
4586,DS,FARMER'S BUSINESS NETWORK INC,DATA SCIENTIST,115000.0,"SAN CARLOS, CA",2018-02-23,2018
4592,DS,FARMER'S BUSINESS NETWORK INC,DATA SCIENTIST,115000.0,"SAN CARLOS, CA",2018-02-20,2018
1037,ML,FARMWISE LABS INC,MACHINE LEARNING ENGINEER,100000.0,"SAN FRANCISCO, CA",2018-03-07,2018
9936,DS,FAST SWITCH LTD,DATA SCIENTIST VISUALIZATION ANALYST,81120.0,"DEARBORN, MI",2018-03-15,2018
4248,DA,FAST SWITCH LTD,DATA ANALYST,75442.0,"COLUMBUS, OH",2018-03-23,2018
4249,DA,FAST SWITCH LTD,DATA ANALYST,75442.0,"COLUMBUS, OH",2018-03-08,2018
10477,DA,FEDERAL HOME LOAN MORTGAGE CO,DATA ANALYTICS PROFESSIONAL,84926.0,"MCLEAN, VA",2018-12-20,2018
10509,DA,FEDERAL HOME LOAN MORTGAGE CO,DATA ANALYTICS SENIOR,119163.0,"MCLEAN, VA",2018-11-29,2018
10506,DA,FEDERAL HOME LOAN MORTGAGE CORPORATION,DATA ANALYTICS SENIOR,100485.0,"MCLEAN, VA",2018-08-30,2018
10508,DA,FEDERAL HOME LOAN MORTGAGE CORPORATION,DATA ANALYTICS SENIOR,115211.0,"MCLEAN, VA",2018-05-22,2018
10510,DA,FEDERAL HOME LOAN MORTGAGE CORPORATION,DATA ANALYTICS SENIOR,119163.0,"MCLEAN, VA",2018-10-31,2018
846,ML,FEDERAL RESERVE BANK OF PHILADELPHIA,MACHINE LEARNING ECONOMIST,170000.0,"PHILADELPHIA, PA",2018-05-22,2018
7609,DS,FEDEX CORPORATE SERVICES INC,SENIOR DATA SCIENTIST,100056.0,"MEMPHIS, TN",2018-10-17,2018
9012,DS,FEDEX CORPORATE SERVICES INC,DATA SCIENTIST ADVISOR,97608.0,"BROOKFIELD, WI",2018-11-15,2018
637,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,43014.0,"COLLIERVILLE, TN",2018-03-19,2018
638,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,43014.0,"COLLIERVILLE, TN",2018-02-25,2018
1104,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,55411.0,"MEMPHIS, TN",2018-03-27,2018
1270,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,58469.0,"MEMPHIS, TN",2018-07-17,2018
1278,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,58800.0,"MEMPHIS, TN",2018-03-12,2018
1279,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,58800.0,"MEMPHIS, TN",2018-02-09,2018
2209,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,62816.0,"MEMPHIS, TN",2018-12-14,2018
4242,DA,FEDEX CORPORATE SERVICES INC,DATA ANALYST,75338.0,"MEMPHIS, TN",2018-08-16,2018
1991,DS,FEEDZAI INC,DATA SCIENTIST,87526.0,"ATLANTA, GA",2018-03-09,2018
1993,DS,FEEDZAI INC,DATA SCIENTIST,87526.0,"ATLANTA, GA",2018-03-09,2018
1994,DS,FEEDZAI INC,DATA SCIENTIST,87526.0,"ATLANTA, GA",2018-03-09,2018
3073,DS,FEEDZAI INC,DATA SCIENTIST,98070.0,"NEW YORK, NY",2018-05-02,2018
10069,DA,FEMTOTEST LLC,SENIOR DATA ANALYST,150000.0,"SANTA CLARA, CA",2018-08-23,2018
10070,DA,FEMTOTEST LLC,SENIOR DATA ANALYST,150000.0,"SANTA CLARA, CA",2018-08-26,2018
1724,DE,FERGUSON CONSULTING INC,DATA ENGINEER,110000.0,"CHESTERFIELD, MO",2018-07-09,2018
603,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,69243.0,"BOSTON, MA",2018-03-17,2018
1566,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,82618.0,"BOSTON, MA",2018-12-03,2018
9361,DA,FIDELITY BROKERAGE SERVICES LLC,SENIOR DATA ANALYST,84739.0,"DURHAM, NC",2018-04-20,2018
9624,DA,FIDELITY BROKERAGE SERVICES LLC,SENIOR DATA ANALYST,91187.0,"DURHAM, NC",2018-09-17,2018
9206,DA,FIDELITY EMPLOYERS SERVICES LLC,SENIOR DATA ANALYST,78416.0,"DURHAM, NC",2018-03-08,2018
4344,DA,FIFTH THIRD BANK AN OHIO BANKING CORPORATION,DATA ANALYST,76086.0,"CINCINNATI, OH",2018-03-20,2018
4345,DA,FIFTH THIRD BANK AN OHIO BANKING CORPORATION,DATA ANALYST,76086.0,"CINCINNATI, OH",2018-03-20,2018
3270,DE,FINANCIAL ENGINES INC,SENIOR DATA ENGINEER,118498.0,"SUNNYVALE, CA",2018-06-22,2018
4303,DA,FINANCIAL RECOVERY GROUP INC,DATA ANALYST,75900.0,"SUNRISE, FL",2018-01-06,2018
537,DA,FINDREAM LLC,DATA ANALYST,98220.0,"MOUNTAIN VIEW, CA",2018-03-16,2018
6486,DA,FINITE STATES INC,DATA ANALYST,125000.0,"CHESTERFIELD, MO",2018-06-13,2018
7925,DS,FINMASON INC,SENIOR DATA SCIENTIST,125000.0,"BOSTON, MA",2018-03-07,2018
10414,DA,FIREWOOD MARKETING INC,DATA ANALYTICS LEAD,120000.0,"MOUNTAIN VIEW, CA",2018-05-03,2018
673,DS,FIRST DERIVATIVES US INC,DATA SCIENTIST,70000.0,"NEW YORK, NY",2018-04-17,2018
4110,DA,FIRST REPUBLIC BANK,DATA ANALYST,75000.0,"SAN FRANCISCO, CA",2018-02-27,2018
6499,DA,FIRST REPUBLIC BANK,DATA ANALYST,126000.0,"SAN FRANCISCO, CA",2018-11-27,2018
6500,DA,FIRST REPUBLIC BANK,DATA ANALYST,126000.0,"SAN FRANCISCO, CA",2018-12-21,2018
6501,DA,FIRST REPUBLIC BANK,DATA ANALYST,126000.0,"SAN FRANCISCO, CA",2018-12-21,2018
3611,DE,FIRST REPUBLIC BANK,SENIOR DATA ENGINEER,150000.0,"SAN FRANCISCO, CA",2018-12-28,2018
260,DS,FIRST TECHNOLOGIES LLC,DATA SCIENTIST,56597.0,"GROSSE POINTE FARMS, MI",2018-03-20,2018
261,DS,FIRST TECHNOLOGIES LLC,DATA SCIENTIST,56597.0,"TROY, MI",2018-03-20,2018
278,DS,FIRST TECHNOLOGIES LLC,DATA SCIENTIST,57928.0,"COMSTOCK PARK, MI",2018-03-20,2018
2025,DA,FIRST TEK INC,DATA ANALYST,61443.0,"ISELIN, NJ",2018-05-29,2018
3717,DA,FIRST TEK INC,DATA ANALYST,72675.0,"BIRMINGHAM, AL",2018-03-05,2018
2028,DS,FIRSTFUEL SOFTWARE INC,DATA SCIENTIST,88000.0,"LEXINGTON, MA",2018-03-16,2018
2041,DE,FISEC GLOBAL INC,DATA ENGINEER,120000.0,"SUNNYVALE, CA",2018-04-12,2018
5521,DA,FISHTOWN ANALYTICS LLC,DATA ANALYST,90000.0,"PHILADELPHIA, PA",2018-09-13,2018
5537,DA,FISHTOWN ANALYTICS LLC,DATA ANALYST,90000.0,"PHILADELPHIA, PA",2018-09-23,2018
2196,DS,FITNESSKEEPER INC,DATA SCIENTIST,90000.0,"BOSTON, MA",2018-03-16,2018
3236,DS,FLEETPRIDE INC,DATA SCIENTIST,100000.0,"IRVING, TX",2018-01-09,2018
5077,DA,FLEX CONSULTING GROUP INC,DATA ANALYST,84000.0,"JERSEY CITY, NJ",2018-07-24,2018
8703,DA,FLEXON TECHNOLOGIES INC,DATA ANALYST SOFTWARE DEVELOPER,84011.0,"ONTARIO, CA",2018-03-23,2018
5474,DS,FLEXTON INC,DATA SCIENTIST,125000.0,"SUNNYVALE, CA",2018-03-14,2018
1854,DE,FLEXTON INC,DATA ENGINEER,115000.0,"SUNNYVALE, CA",2018-11-16,2018
1863,DE,FLEXTON INC,DATA ENGINEER,115000.0,"SUNNYVALE, CA",2018-06-06,2018
3199,DE,FLEXTON INC,SENIOR DATA ENGINEER,111000.0,"SUNNYVALE, CA",2018-03-14,2018
3295,DE,FLEXTON INC,SENIOR DATA ENGINEER,120000.0,"SUNNYVALE, CA",2018-10-25,2018
3303,DE,FLEXTON INC,SENIOR DATA ENGINEER,120000.0,"SUNNYVALE, CA",2018-05-14,2018
3368,DE,FLEXTON INC,SENIOR DATA ENGINEER,127000.0,"SUNNYVALE, CA",2018-11-13,2018
3447,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2018-11-16,2018
3448,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2018-02-27,2018
3450,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2018-08-24,2018
3456,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2018-07-10,2018
3457,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2018-01-09,2018
3459,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2018-04-04,2018
3478,DE,FLEXTON INC,SENIOR DATA ENGINEER,136000.0,"SUNNYVALE, CA",2018-01-09,2018
3523,DE,FLEXTON INC,SENIOR DATA ENGINEER,140000.0,"MOUNTAIN VIEW, CA",2018-08-24,2018
3526,DE,FLEXTON INC,SENIOR DATA ENGINEER,140000.0,"SUNNYVALE, CA",2018-04-25,2018
3605,DE,FLEXTON INC,SENIOR DATA ENGINEER,148000.0,"SUNNYVALE, CA",2018-05-04,2018
8392,DA,FLORIDA INTERNATIONAL UNIVERSITY,DATA ANALYST II,67205.0,"MIAMI, FL",2018-08-21,2018
5029,DS,FLOWCAST INC,DATA SCIENTIST,120000.0,"SAN FRANCISCO, CA",2018-02-02,2018
5049,DS,FLOWCAST INC,DATA SCIENTIST,120000.0,"SAN FRANCISCO, CA",2018-03-01,2018
2665,DE,FLOWCAST INC,DATA ENGINEER,150000.0,"SAN FRANCISCO, CA",2018-09-13,2018
8813,DS,FLUOR ENTERPRISES INC,DATA SCIENTIST 1,85000.0,"SUGAR LAND, TX",2018-03-26,2018
9315,DS,FLUOR ENTERPRISES INC,DATA SCIENTIST I,90100.0,"SUGAR LAND, TX",2018-03-15,2018
2483,DA,FLYDATA INC,DATA ANALYST,65000.0,"SUNNYVALE, CA",2018-03-13,2018
5750,DS,FLYR INC,DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2018-11-15,2018
5772,DS,FLYR INC,DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2018-03-05,2018
5773,DS,FLYR INC,DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2018-03-05,2018
9360,DA,FMR CO INC,SENIOR DATA ANALYST,84739.0,"DURHAM, NC",2018-06-06,2018
4936,DA,FOCUS IT INC,DATA ANALYST,81806.0,"TROY, MI",2018-06-06,2018
6631,DA,FOCUS IT INC,DATA ANALYST  EDI,99100.0,"SAN RAMON, CA",2018-10-11,2018
6632,DA,FOCUS IT INC,DATA ANALYST  EDI,99100.0,"SAN RAMON, CA",2018-10-11,2018
6633,DA,FOCUS IT INC,DATA ANALYST  EDI,79997.0,"SAN RAMON, CA",2018-05-15,2018
6634,DA,FOCUS IT INC,DATA ANALYST  EDI,80000.0,"SAN RAMON, CA",2018-10-11,2018
6635,DA,FOCUS IT INC,DATA ANALYST  EDI,109325.0,"SAN RAMON, CA",2018-05-04,2018
836,DS,FOCUS OPTIMAL LLC,DATA SCIENTIST,72000.0,"FRAMINGHAM, MA",2018-03-19,2018
4964,DA,FOCUS TECHNOLOGIES LLC,DATA ANALYST,82095.0,"SUNRISE, FL",2018-02-28,2018
9375,DA,FOOT LOCKER INC,SENIOR DATA ANALYST,85000.0,"BRADENTON, FL",2018-04-04,2018
9377,DA,FOOT LOCKER RETAIL INC,SENIOR DATA ANALYST,85000.0,"BRADENTON, FL",2018-04-12,2018
3095,DE,FOOT LOCKER RETAIL INC,SENIOR DATA ENGINEER,100000.0,"BRADENTON, FL",2018-02-21,2018
3231,DE,FOOT LOCKER RETAIL INC,SENIOR DATA ENGINEER,115000.0,"BRADENTON, FL",2018-09-04,2018
3234,DE,FOOT LOCKER RETAIL INC,SENIOR DATA ENGINEER,115000.0,"BRADENTON, FL",2018-05-15,2018
590,DS,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",2018-03-02,2018
593,DS,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",2018-04-05,2018
594,DS,FORD MOTOR COMPANY,DATA SCIENTIST,69000.0,"DEARBORN, MI",2018-01-24,2018
653,DS,FORD MOTOR COMPANY,DATA SCIENTIST,70000.0,"DEARBORN, MI",2018-12-04,2018
654,DS,FORD MOTOR COMPANY,DATA SCIENTIST,70000.0,"DEARBORN, MI",2018-10-19,2018
768,DS,FORD MOTOR COMPANY,DATA SCIENTIST,70200.0,"DEARBORN, MI",2018-06-20,2018
870,DS,FORD MOTOR COMPANY,DATA SCIENTIST,72779.0,"DEARBORN, MI",2018-04-11,2018
1217,DS,FORD MOTOR COMPANY,DATA SCIENTIST,78720.0,"DEARBORN, MI",2018-04-03,2018
2113,DS,FORD MOTOR COMPANY,DATA SCIENTIST,89939.0,"DEARBORN, MI",2018-06-07,2018
8671,DS,FORD MOTOR COMPANY,DATA SCIENTIST - AV BUSINESS,69000.0,"ALLEN PARK, MI",2018-04-05,2018
8751,DS,FORD MOTOR COMPANY,DATA SCIENTIST - MANUFACTURING ANALYTICS,69000.0,"DEARBORN, MI",2018-04-24,2018
8752,DS,FORD MOTOR COMPANY,DATA SCIENTIST - MANUFACTURING ANALYTICS,69000.0,"DEARBORN, MI",2018-04-16,2018
5676,DA,FORD MOTOR COMPANY,DATA ANALYST,91000.0,"DEARBORN, MI",2018-12-13,2018
262,DS,FORD MOTOR CREDIT COMPANY,DATA SCIENTIST,56700.0,"DEARBORN, MI",2018-03-07,2018
1221,DE,FORESEE RESULTS INC (SUBSID OF ANSWERS CORP),DATA ENGINEER,95000.0,"ANN ARBOR, MI",2018-02-01,2018
2470,DE,FORESEE RESULTS INC (SUBSID OF ANSWERS CORP),DATA ENGINEER,140000.0,"SAN FRANCISCO, CA",2018-11-07,2018
4749,DA,FORRESTER RESEARCH INC,DATA ANALYST,80000.0,"CAMBRIDGE, MA",2018-02-28,2018
10336,DS,FORTRESSIQ INC,DATA SCIENCE ENGINEER,103000.0,"SAN FRANCISCO, CA",2018-03-14,2018
9429,DS,FOUNDATION MEDICINE INC,DATA SCIENTIST II,69243.0,"CAMBRIDGE, MA",2018-03-16,2018
6759,DS,FOURSQUARE LABS INC,DATA SCIENTIST,150000.0,"NEW YORK, NY",2018-03-01,2018
5002,DA,FOX CUB,DATA ANALYST,83000.0,"SAN FRANCISCO, CA",2018-03-02,2018
5007,DA,FOX CUB,DATA ANALYST,83000.0,"SAN FRANCISCO, CA",2018-03-15,2018
5010,DA,FOX CUB,DATA ANALYST,83000.0,"SAN FRANCISCO, CA",2018-03-02,2018
5013,DA,FOX CUB,DATA ANALYST,83000.0,"SAN FRANCISCO, CA",2018-03-05,2018
1092,DS,FRAANK SYSTEMS,DATA SCIENTIST,76000.0,"NEW YORK, NY",2018-03-22,2018
7411,DS,FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,81037.0,"CHICAGO, IL",2018-02-16,2018
7412,DS,FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,81037.0,"JERSEY CITY, NJ",2018-02-15,2018
7457,DS,FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,87464.0,"JERSEY CITY, NJ",2018-08-16,2018
7458,DS,FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,87464.0,"JERSEY CITY, NJ",2018-08-03,2018
7526,DS,FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,92955.0,"SAN MATEO, CA",2018-02-27,2018
10334,DA,FRACTAL INDUSTRIES INC,DATA ANALYTICS ENGINEER,71000.0,"RESTON, VA",2018-03-18,2018
10341,DA,FRACTAL INDUSTRIES INC,DATA ANALYTICS ENGINEER,75000.0,"RESTON, VA",2018-03-26,2018
10364,DA,FRACTAL INDUSTRIES INC,DATA ANALYTICS ENGINEER,90626.0,"RESTON, VA",2018-03-18,2018
3684,DS,FREE STREAM MEDIA CORP,DATA SCIENTIST,105000.0,"SAN FRANCISCO, CA",2018-03-06,2018
6477,DS,FREE STREAM MEDIA CORP,DATA SCIENTIST,141877.0,"SAN FRANCISCO, CA",2018-02-20,2018
1575,ML,FREENOME HOLDINGS INC,MACHINE LEARNING RESEARCH ENGINEER,160000.0,"SOUTH SAN FRANCISCO, CA",2018-07-12,2018
1573,ML,FREENOME INC,MACHINE LEARNING RESEARCH ENGINEER,141877.0,"SOUTH SAN FRANCISCO, CA",2018-01-29,2018
902,ML,FRENZY LABS INC,MACHINE LEARNING ENGINEER,73885.0,"LOS ANGELES, CA",2018-03-28,2018
903,ML,FRENZY LABS INC,MACHINE LEARNING ENGINEER,73885.0,"LOS ANGELES, CA",2018-03-23,2018
3479,DA,FRESENIUS HEALTH PARTNERS INC A FRESENIUS MEDICAL CARE NA COMPANY,DATA ANALYST,70283.0,"AUSTIN, TX",2018-07-03,2018
3480,DA,FRESENIUS HEALTH PARTNERS INC A FRESENIUS MEDICAL CARE NA COMPANY,DATA ANALYST,70283.0,"AUSTIN, TX",2018-07-03,2018
4009,DS,FRESH GRAVITY INC,DATA SCIENTIST,109990.0,"ARLINGTON, VA",2018-03-22,2018
5615,DS,FRESH GRAVITY INC,DATA SCIENTIST,127816.0,"ARLINGTON, VA",2018-03-22,2018
8389,DS,FROG DESIGN INC,SENIOR DATA SCIENTIST,155000.0,"BROOKLYN, NY",2018-08-27,2018
6091,DA,FRONTAPP INC,DATA ANALYST,100000.0,"SAN FRANCISCO, CA",2018-03-01,2018
2515,DE,FUBOTV,DATA ENGINEER,140000.0,"NEW YORK, NY",2018-08-30,2018
1668,ML,FUELCOMM,MACHINE LEARNING SCIENTIST,140000.0,"SEATTLE, WA",2018-03-29,2018
10273,DS,FUGRO USA MARINE INC,DATA SCIENCE ENGINEER,68000.0,"LAFAYETTE, LA",2018-03-19,2018
7619,DS,FUJITSU AMERICA INC,SENIOR DATA SCIENTIST,101046.0,"DEARBORN, MI",2018-07-27,2018
8411,DS,FUJITSU AMERICA INC,SENIOR DATA SCIENTIST,158163.0,"PALO ALTO, CA",2018-11-28,2018
1726,DS,FULCRUM ANALYTICS INC,DATA SCIENTIST,85000.0,"NEW YORK, NY",2018-03-01,2018
1746,DS,FULCRUM ANALYTICS INC,DATA SCIENTIST,85000.0,"NEW YORK, NY",2018-03-01,2018
7593,DS,FUNDATION GROUP LLC,SENIOR DATA SCIENTIST,100000.0,"RESTON, VA",2018-03-07,2018
5789,DA,FUNDBOX INC,DATA ANALYST,92955.0,"SAN FRANCISCO, CA",2018-03-06,2018
9987,DA,FUNDBOX INC,SENIOR DATA ANALYST,120432.0,"SAN FRANCISCO, CA",2018-02-24,2018
2893,DE,FUNDERA INC,DATA ENGINEER,185000.0,"NEW YORK, NY",2018-06-27,2018
4123,DS,FUNDING CIRCLE USA INC,DATA SCIENTIST,110000.0,"SAN FRANCISCO, CA",2018-03-15,2018
5630,DS,FUNGUANA INC,DATA SCIENTIST,128377.0,"LONG BEACH, CA",2018-03-23,2018
4244,DA,FUSION PLUS SOLUTIONS INC,DATA ANALYST,75400.0,"KANSAS CITY, MO",2018-06-01,2018
4275,DA,FUSION PLUS SOLUTIONS INC,DATA ANALYST,75700.0,"CHARLOTTE, NC",2018-02-21,2018
6047,DA,FUSION PLUS SOLUTIONS INC,DATA ANALYST,99500.0,"OWINGS MILLS, MD",2018-09-25,2018
10105,DS,FUTURE FINANCE LOAN CORPORATION LIMITED,DATA SCIENCE ANALYTICS,69992.0,"CHICAGO, IL",2018-03-09,2018
690,DA,FUYAO GLASS AMERICA INC,DATA ANALYST,46654.0,"MORAINE, OH",2018-04-06,2018
1298,DS,FUZZY LOGIX INC,DATA SCIENTIST,80000.0,"CHARLOTTE, NC",2018-03-19,2018
1301,DS,FUZZY LOGIX INC,DATA SCIENTIST,80000.0,"CHARLOTTE, NC",2018-03-20,2018
1306,DS,FUZZY LOGIX INC,DATA SCIENTIST,80000.0,"CHARLOTTE, NC",2018-03-19,2018
1330,DS,FUZZY LOGIX INC,DATA SCIENTIST,80000.0,"CHARLOTTE, NC",2018-03-19,2018
1278,ML,FYUSION INC,MACHINE LEARNING ENGINEER,140000.0,"SAN FRANCISCO, CA",2018-03-22,2018
9550,DA,G2 CROWD INC,SENIOR DATA ANALYST,90000.0,"CHICAGO, IL",2018-03-29,2018
8440,DS,GAC R&D CENTER SILICON VALLEY INC,SENIOR DATA SCIENTIST,160000.0,"SUNNYVALE, CA",2018-06-29,2018
1869,DE,GAMETIME UNITED INC,DATA ENGINEER,115000.0,"SAN FRANCISCO, CA",2018-02-28,2018
10132,DS,GARRETSON RESOLUTION GROUP,DATA SCIENCE ASSOCIATE 2,93000.0,"CHARLOTTE, NC",2018-03-22,2018
10133,DS,GARRETSON RESOLUTION GROUP,DATA SCIENCE ASSOCIATE 2,93000.0,"CHARLOTTE, NC",2018-03-22,2018
2588,DS,GARRETT TRANSPORTATION I INC,DATA SCIENTIST,93451.0,"ATLANTA, GA",2018-09-26,2018
2617,DS,GARRETT TRANSPORTATION I INC,DATA SCIENTIST,93765.0,"ATLANTA, GA",2018-09-19,2018
4766,DS,GARRETT TRANSPORTATION I INC,DATA SCIENTIST,115748.0,"ATLANTA, GA",2018-09-19,2018
2765,DS,GARTNER INC,DATA SCIENTIST,95000.0,"STAMFORD, CT",2018-03-18,2018
4573,DS,GARTNER INC,DATA SCIENTIST,115000.0,"STAMFORD, CT",2018-03-22,2018
4594,DS,GARTNER INC,DATA SCIENTIST,115000.0,"STAMFORD, CT",2018-03-18,2018
4599,DS,GARTNER INC,DATA SCIENTIST,115000.0,"STAMFORD, CT",2018-03-18,2018
4601,DS,GARTNER INC,DATA SCIENTIST,115000.0,"STAMFORD, CT",2018-03-15,2018
4987,DE,GARTNER INC,DATA ENGINEERING LEAD,135000.0,"STAMFORD, CT",2018-06-26,2018
844,ML,GARTNER INC,RESEARCH SCIENTIST,106000.0,"ARLINGTON, VA",2018-03-18,2018
5895,DA,GATE 5 CAPITAL LLC,DATA ANALYST,95000.0,"SAN FRANCISCO, CA",2018-01-19,2018
7847,DS,GE ENERGY POWER CONVERSION USA INC,SENIOR DATA SCIENTIST,120000.0,"SAN RAMON, CA",2018-02-16,2018
8158,DS,GE HEALTHCARE IITS USA CORP,SENIOR DATA SCIENTIST,140000.0,"SAN RAMON, CA",2018-10-18,2018
1327,DS,GEISINGER SYSTEM SERVICES,DATA SCIENTIST,80000.0,"DANVILLE, PA",2018-01-25,2018
2985,DE,GEISINGER SYSTEM SERVICES,SENIOR DATA ENGINEER,90000.0,"DANVILLE, PA",2018-02-14,2018
3247,DS,GEMINI TRUST COMPANY LLC,DATA SCIENTIST,100000.0,"NEW YORK, NY",2018-02-06,2018
4988,DE,GEMINI TRUST COMPANY LLC,DATA ENGINEERING LEAD,200000.0,"NEW YORK, NY",2018-09-28,2018
9209,DS,GENEIA LLC,DATA SCIENTIST I,56451.0,"HARRISBURG, PA",2018-03-05,2018
9210,DS,GENEIA LLC,DATA SCIENTIST I,56451.0,"HARRISBURG, PA",2018-02-01,2018
9117,DS,GENENTECH INC,DATA SCIENTIST BIOSTATISTICS,112100.0,"SOUTH SAN FRANCISCO, CA",2018-02-27,2018
10078,DS,GENENTECH INC,DATA SCIENCE ANALYST,111030.0,"SOUTH SAN FRANCISCO, CA",2018-04-02,2018
8606,DA,GENENTECH USA INC,DATA ANALYST MARKETING,89900.0,"SOUTH SAN FRANCISCO, CA",2018-03-13,2018
8607,DA,GENENTECH USA INC,DATA ANALYST MARKETING,89900.0,"SOUTH SAN FRANCISCO, CA",2018-03-19,2018
10049,DA,GENENTECH USA INC,SENIOR DATA ANALYST,141856.0,"SOUTH SAN FRANCISCO, CA",2018-09-24,2018
9001,DA,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC,SENIOR DATA ANALYST,75000.0,"WEST DES MOINES, IA",2018-03-06,2018
1017,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,75000.0,"ATLANTA, GA",2018-02-15,2018
2249,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,90000.0,"ATLANTA, GA",2018-05-25,2018
4541,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,115000.0,"SAN RAMON, CA",2018-02-28,2018
4566,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,115000.0,"SAN RAMON, CA",2018-03-06,2018
5479,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,125000.0,"SAN RAMON, CA",2018-03-07,2018
7848,DS,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,120000.0,"CHICAGO, IL",2018-01-23,2018
8103,DS,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,135000.0,"SAN FRANCISCO, CA",2018-03-19,2018
8177,DS,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,140000.0,"SAN RAMON, CA",2018-02-22,2018
8180,DS,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,140000.0,"SAN RAMON, CA",2018-04-11,2018
404,DE,GENERAL ELECTRIC COMPANY,DATA ENGINEER,75000.0,"VAN BUREN TOWNSHIP, MI",2018-02-22,2018
1597,ML,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,MACHINE LEARNING RESEARCHER,116500.0,"NISKAYUNA, NY",2018-02-05,2018
1609,ML,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,MACHINE LEARNING RESEARCHER,145500.0,"SAN RAMON, CA",2018-04-11,2018
9459,DA,GENERAL HOSPITAL CORPORATION,SENIOR DATA ANALYST,88109.0,"BOSTON, MA",2018-11-27,2018
9955,DA,GENERAL MOTORS COMPANY,SENIOR DATA ANALYST,117368.0,"DETROIT, MI",2018-06-21,2018
